Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price
Whirlpool,Model14155,347.0,A,Double Door,Ice Dispenser,Gray,Plastic,5.0,China,1923.0
GE,Model14156,491.0,B,Single Door,Water Dispenser,White,Glass,8.0,Germany,1288.0
GE,Model14157,306.0,B,Single Door,Water Dispenser,Black,Stainless Steel,2.0,India,1757.0
Panasonic,Model14158,735.0,A+,Double Door,Ice Dispenser,White,Plastic,3.0,China,853.0
Panasonic,Model14159,547.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,6.0,India,334.0
Frigidaire,Model14160,395.0,B,Single Door,Water Dispenser,White,Glass,4.0,Germany,281.0
Frigidaire,Model14161,759.0,A++,Side-by-Side,Standard,Silver,Glass,3.0,China,822.0
Haier,Model14162,576.0,B,Side-by-Side,Standard,White,Glass,1.0,Germany,451.0
Frigidaire,Model14164,768.0,A,Double Door,Water Dispenser,Gray,Plastic,9.0,USA,1264.0
Siemens,Model14165,676.0,A++,Double Door,Smart Connectivity,White,Glass,1.0,Germany,1129.0
Electrolux,Model14167,702.0,A++,Double Door,Ice Dispenser,Silver,Glass,8.0,Germany,1776.0
Panasonic,Model14168,575.0,B,Single Door,Smart Connectivity,Black,Plastic,9.0,India,835.0
Siemens,Model14169,123.0,A++,Double Door,Ice Dispenser,Gray,Glass,3.0,Germany,1736.0
Frigidaire,Model14170,413.0,B,Double Door,Smart Connectivity,Gray,Plastic,8.0,China,1952.0
Haier,Model14171,602.0,A++,Single Door,Water Dispenser,Silver,Plastic,5.0,Germany,1169.0
Panasonic,Model14173,535.0,A+,Single Door,Ice Dispenser,Black,Glass,4.0,China,1210.0
Whirlpool,Model14174,381.0,A,Single Door,Standard,Black,Glass,7.0,USA,1426.0
GE,Model14175,339.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,China,509.0
Electrolux,Model14176,319.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,7.0,USA,1545.0
Bosch,Model14177,418.0,A,Single Door,Standard,Silver,Plastic,3.0,Germany,1126.0
Bosch,Model14178,363.0,A,Double Door,Smart Connectivity,Gray,Stainless Steel,3.0,USA,1658.0
Br@ndX,Model14179,261.0,B,Single Door,Water Dispenser,Black,Glass,9.0,India,683.0
Siemens,Model14181,547.0,A++,Double Door,Water Dispenser,White,Glass,1.0,China,1090.0
Electrolux,Model14182,577.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,9.0,Germany,353.0
Electrolux,Model14183,214.0,B,Double Door,Water Dispenser,Black,Stainless Steel,7.0,China,1569.0
Haier,Model14184,795.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,8.0,Germany,1580.0
Electrolux,Model14185,761.0,A++,Side-by-Side,Ice Dispenser,Gray,Plastic,1.0,China,1492.0
Whirlpool,Model14186,256.0,A,Double Door,Water Dispenser,Silver,Glass,8.0,China,1541.0
Siemens,Model14187,563.0,B,Single Door,Water Dispenser,Silver,Plastic,6.0,Germany,817.0
Whirlpool,Model14190,119.0,A+,Side-by-Side,Ice Dispenser,Black,Plastic,6.0,India,1035.0
Panasonic,Model14191,618.0,B,Single Door,Standard,Gray,Glass,7.0,China,757.0
LG,Model14192,393.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,3.0,USA,743.0
GE,Model14193,732.0,B,Double Door,Smart Connectivity,Black,Glass,6.0,Germany,1626.0
GE,Model14194,437.0,A++,Double Door,Ice Dispenser,Black,Plastic,6.0,China,355.0
Electrolux,Model14195,504.0,A,Double Door,Water Dispenser,Silver,Plastic,6.0,India,1906.0
Samsung,Model14197,387.0,A+,Single Door,Water Dispenser,Black,Plastic,4.0,USA,1387.0
Siemens,Model14198,780.0,B,Double Door,Standard,Silver,Stainless Steel,6.0,Germany,294.0
Haier,Model14200,490.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,9.0,China,418.0
Siemens,Model14201,226.0,A++,Double Door,Ice Dispenser,White,Plastic,3.0,India,1871.0
Whirlpool,Model14202,609.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,3.0,Germany,1718.0
Bosch,Model14203,133.0,A+,Single Door,Water Dispenser,White,Plastic,3.0,USA,1992.0
Siemens,Model14205,186.0,A++,Single Door,Water Dispenser,Black,Glass,9.0,India,1049.0
Samsung,Model14206,351.0,A+,Single Door,Standard,Black,Stainless Steel,8.0,Germany,1899.0
Samsung,Model14208,263.0,A,Single Door,Standard,White,Glass,6.0,China,1321.0
GE,Model14209,322.0,A+,Double Door,Standard,Gray,Plastic,5.0,USA,1856.0
Whirlpool,Model14210,681.0,B,Single Door,Smart Connectivity,White,Plastic,4.0,Germany,1032.0
Whirlpool,Model14212,722.0,B,Side-by-Side,Water Dispenser,Silver,Plastic,5.0,Germany,1483.0
LG,Model14213,497.0,B,Side-by-Side,Water Dispenser,Silver,Glass,4.0,Germany,360.0
GE,Model14214,141.0,A,Single Door,Standard,Silver,Stainless Steel,5.0,India,498.0
Haier,Model14216,486.0,A,Single Door,Smart Connectivity,Silver,Glass,7.0,China,1952.0
Whirlpool,Model14217,562.0,B,Side-by-Side,Water Dispenser,Silver,Glass,9.0,China,943.0
Whirlpool,Model14218,509.0,A,Double Door,Standard,Gray,Plastic,8.0,USA,743.0
Panasonic,Model14220,343.0,A++,Single Door,Ice Dispenser,Black,Plastic,1.0,Germany,529.0
Bosch,Model14221,402.0,B,Single Door,Smart Connectivity,Silver,Plastic,2.0,Germany,1688.0
LG,Model14222,540.0,A,Side-by-Side,Water Dispenser,Gray,Stainless Steel,1.0,China,1669.0
LG,Model14227,168.0,B,Double Door,Ice Dispenser,White,Glass,5.0,USA,1013.0
Bosch,Model14228,469.0,A+,Single Door,Standard,Silver,Glass,5.0,Germany,1560.0
Haier,Model14229,494.0,A++,Side-by-Side,Standard,Silver,Glass,3.0,India,1960.0
Bosch,Model14231,563.0,A+,Side-by-Side,Standard,Silver,Plastic,1.0,USA,687.0
Siemens,Model14232,473.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,India,1689.0
LG,Model14236,314.0,A,Single Door,Ice Dispenser,Silver,Plastic,3.0,India,1853.0
Electrolux,Model14238,282.0,A+,Side-by-Side,Water Dispenser,Silver,Stainless Steel,2.0,USA,845.0
Siemens,Model14240,201.0,A,Single Door,Water Dispenser,White,Stainless Steel,6.0,Germany,278.0
Whirlpool,Model14243,160.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,8.0,China,1825.0
Frigidaire,Model14245,109.0,A++,Double Door,Standard,White,Glass,6.0,India,1520.0
Panasonic,Model14246,287.0,B,Side-by-Side,Ice Dispenser,White,Plastic,8.0,India,1475.0
GE,Model14247,330.0,A++,Double Door,Standard,Silver,Plastic,3.0,China,618.0
Bosch,Model14251,761.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,6.0,India,1161.0
Electrolux,Model14253,726.0,A+,Single Door,Smart Connectivity,White,Plastic,5.0,China,698.0
Electrolux,Model14254,370.0,B,Single Door,Standard,White,Glass,2.0,India,1578.0
Frigidaire,Model14255,397.0,B,Side-by-Side,Ice Dispenser,Black,Stainless Steel,1.0,Germany,1185.0
LG,Model14258,561.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,5.0,Germany,1066.0
Whirlpool,Model14260,148.0,A,Double Door,Standard,Gray,Plastic,8.0,Germany,1604.0
Whirlpool,Model14261,728.0,B,Double Door,Water Dispenser,Black,Stainless Steel,1.0,USA,1509.0
Electrolux,Model14262,431.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,7.0,USA,1786.0
Whirlpool,Model14263,583.0,A,Side-by-Side,Smart Connectivity,Black,Glass,4.0,Germany,1547.0
GE,Model14264,660.0,A++,Side-by-Side,Water Dispenser,Gray,Glass,6.0,USA,350.0
Panasonic,Model14266,468.0,B,Double Door,Ice Dispenser,White,Stainless Steel,8.0,Germany,380.0
Electrolux,Model14267,423.0,A+,Single Door,Standard,Black,Stainless Steel,3.0,India,792.0
LG,Model14269,511.0,A,Single Door,Ice Dispenser,Black,Glass,4.0,China,1024.0
Bosch,Model14270,135.0,A,Single Door,Standard,Gray,Glass,9.0,China,1638.0
Panasonic,Model14273,180.0,B,Single Door,Standard,Gray,Stainless Steel,1.0,USA,712.0
LG,Model14277,753.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,5.0,China,250.0
Whirlpool,Model14279,523.0,B,Single Door,Smart Connectivity,Silver,Glass,3.0,India,842.0
Bosch,Model14282,733.0,A++,Double Door,Standard,Gray,Plastic,1.0,Germany,1282.0
Frigidaire,Model14284,242.0,A+,Single Door,Standard,Silver,Plastic,8.0,Germany,1821.0
Bosch,Model14285,278.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,8.0,Germany,950.0
LG,Model14286,707.0,A+,Side-by-Side,Ice Dispenser,Black,Glass,3.0,USA,1911.0
Bosch,Model14287,570.0,A+,Single Door,Ice Dispenser,Black,Stainless Steel,9.0,Germany,388.0
Samsung,Model14290,526.0,A++,Single Door,Smart Connectivity,Black,Plastic,8.0,Germany,1120.0
Bosch,Model14291,162.0,A,Single Door,Ice Dispenser,Silver,Plastic,2.0,USA,795.0
Electrolux,Model14292,109.0,A++,Double Door,Water Dispenser,White,Stainless Steel,4.0,China,490.0
Samsung,Model14293,659.0,A+,Double Door,Standard,Silver,Glass,5.0,Germany,433.0
LG,Model14294,596.0,A,Double Door,Ice Dispenser,Black,Glass,5.0,India,1654.0
Frigidaire,Model14295,402.0,A+,Side-by-Side,Standard,Gray,Glass,3.0,USA,1086.0
Whirlpool,Model14296,622.0,A++,Side-by-Side,Standard,Gray,Stainless Steel,4.0,China,824.0
Haier,Model14297,259.0,B,Side-by-Side,Standard,Gray,Stainless Steel,8.0,Germany,1370.0
Frigidaire,Model14298,257.0,A+,Single Door,Standard,White,Glass,1.0,China,658.0
LG,Model14300,554.0,A++,Double Door,Water Dispenser,Black,Glass,8.0,China,1735.0
Haier,Model14301,463.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,2.0,India,1609.0
Siemens,Model14304,227.0,B,Single Door,Water Dispenser,Silver,Glass,2.0,India,1901.0
Frigidaire,Model14305,793.0,A+,Double Door,Smart Connectivity,Black,Plastic,6.0,Germany,871.0
Whirlpool,Model14306,172.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,6.0,India,1143.0
Bosch,Model14308,246.0,B,Single Door,Smart Connectivity,Silver,Glass,2.0,USA,446.0
Samsung,Model14310,655.0,A++,Double Door,Ice Dispenser,Gray,Plastic,6.0,USA,740.0
Frigidaire,Model14311,389.0,A+,Side-by-Side,Ice Dispenser,White,Glass,1.0,China,453.0
Electrolux,Model14312,795.0,A++,Side-by-Side,Standard,Black,Stainless Steel,9.0,USA,1637.0
Haier,Model14314,577.0,B,Single Door,Smart Connectivity,White,Plastic,7.0,India,247.0
Electrolux,Model14315,622.0,A,Side-by-Side,Water Dispenser,Gray,Glass,8.0,India,823.0
Siemens,Model14316,737.0,A++,Single Door,Standard,Gray,Stainless Steel,2.0,Germany,269.0
LG,Model14318,701.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,6.0,China,220.0
Whirlpool,Model14319,376.0,A++,Side-by-Side,Standard,Black,Glass,9.0,Germany,349.0
LG,Model14320,489.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,8.0,India,1223.0
Haier,Model14322,114.0,B,Single Door,Ice Dispenser,White,Stainless Steel,1.0,India,1953.0
Samsung,Model14323,599.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,8.0,Germany,1871.0
Haier,Model14324,716.0,B,Single Door,Standard,Silver,Plastic,1.0,USA,734.0
Frigidaire,Model14325,475.0,B,Single Door,Ice Dispenser,White,Plastic,4.0,China,1855.0
Siemens,Model14326,415.0,A,Single Door,Water Dispenser,White,Plastic,4.0,India,729.0
Electrolux,Model14328,300.0,B,Single Door,Standard,Gray,Plastic,4.0,USA,741.0
GE,Model14329,477.0,A,Side-by-Side,Water Dispenser,Gray,Stainless Steel,8.0,Germany,1224.0
GE,Model14331,422.0,B,Side-by-Side,Standard,Silver,Stainless Steel,8.0,Germany,635.0
LG,Model14333,635.0,A++,Single Door,Water Dispenser,White,Stainless Steel,2.0,Germany,1047.0
Panasonic,Model14335,570.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,6.0,China,914.0
Haier,Model14336,593.0,A++,Double Door,Smart Connectivity,Black,Plastic,7.0,Germany,1050.0
GE,Model14338,148.0,B,Double Door,Water Dispenser,Gray,Glass,8.0,Germany,1258.0
LG,Model14341,634.0,A,Double Door,Smart Connectivity,Silver,Glass,7.0,India,1342.0
Haier,Model14342,652.0,B,Single Door,Standard,Gray,Glass,1.0,Germany,716.0
Haier,Model14343,451.0,A,Double Door,Standard,Gray,Plastic,2.0,China,1161.0
Samsung,Model14344,659.0,B,Single Door,Standard,Black,Stainless Steel,4.0,China,699.0
Bosch,Model14345,454.0,A,Side-by-Side,Water Dispenser,Black,Plastic,4.0,China,578.0
Bosch,Model14346,197.0,B,Side-by-Side,Ice Dispenser,White,Glass,9.0,India,380.0
Whirlpool,Model14348,438.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,USA,466.0
Panasonic,Model14349,706.0,A,Double Door,Water Dispenser,White,Plastic,6.0,Germany,1655.0
Frigidaire,Model14350,137.0,A+,Single Door,Standard,Black,Plastic,2.0,India,1658.0
Panasonic,Model14351,616.0,A+,Double Door,Smart Connectivity,Silver,Plastic,9.0,Germany,1706.0
Samsung,Model14354,529.0,A,Single Door,Standard,White,Plastic,3.0,Germany,976.0
Siemens,Model14360,595.0,A+,Double Door,Standard,Black,Plastic,8.0,China,1098.0
LG,Model14361,683.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,3.0,USA,1914.0
LG,Model14363,594.0,A,Double Door,Smart Connectivity,White,Glass,4.0,China,1850.0
Panasonic,Model14364,763.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,9.0,USA,1427.0
Siemens,Model14365,712.0,A,Single Door,Standard,Silver,Glass,6.0,China,800.0
Bosch,Model14366,617.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,6.0,USA,470.0
Panasonic,Model14368,428.0,B,Double Door,Water Dispenser,Black,Plastic,6.0,Germany,363.0
LG,Model14370,673.0,A++,Single Door,Standard,Silver,Glass,2.0,China,828.0
Bosch,Model14371,511.0,B,Single Door,Ice Dispenser,White,Plastic,3.0,Germany,288.0
Electrolux,Model14375,594.0,A+,Double Door,Water Dispenser,Silver,Stainless Steel,1.0,China,1069.0
Whirlpool,Model14376,385.0,A+,Double Door,Standard,Gray,Glass,6.0,USA,749.0
Whirlpool,Model14377,190.0,A++,Double Door,Ice Dispenser,Black,Glass,5.0,Germany,603.0
LG,Model14378,273.0,B,Double Door,Smart Connectivity,White,Stainless Steel,1.0,China,877.0
Electrolux,Model14383,493.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,USA,665.0
GE,Model14384,360.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,1.0,Germany,262.0
Haier,Model14386,381.0,A+,Double Door,Standard,Black,Glass,4.0,Germany,1335.0
Samsung,Model14387,498.0,A++,Double Door,Ice Dispenser,Gray,Stainless Steel,9.0,Germany,748.0
Electrolux,Model14389,745.0,B,Side-by-Side,Water Dispenser,Gray,Stainless Steel,7.0,USA,1647.0
LG,Model14391,664.0,B,Double Door,Ice Dispenser,Silver,Stainless Steel,9.0,USA,723.0
Bosch,Model14393,476.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,8.0,USA,1209.0
Siemens,Model14394,501.0,B,Side-by-Side,Smart Connectivity,Black,Glass,1.0,Germany,1171.0
Siemens,Model14397,289.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,3.0,India,1604.0
LG,Model14398,478.0,A++,Single Door,Standard,Silver,Glass,5.0,USA,632.0
Samsung,Model14399,643.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,8.0,China,222.0
Electrolux,Model14401,340.0,A++,Double Door,Smart Connectivity,White,Glass,7.0,Germany,1884.0
Br@ndX,Model14402,203.0,A+,Single Door,Standard,Gray,Plastic,9.0,India,706.0
Electrolux,Model14403,523.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,5.0,Germany,1233.0
Siemens,Model14404,705.0,B,Side-by-Side,Standard,Black,Plastic,1.0,India,530.0
Electrolux,Model14405,141.0,A,Double Door,Standard,White,Plastic,5.0,Germany,1735.0
Bosch,Model14407,786.0,B,Side-by-Side,Standard,Silver,Glass,8.0,India,629.0
GE,Model14409,775.0,A++,Double Door,Water Dispenser,White,Glass,9.0,India,1218.0
GE,Model14413,491.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,3.0,China,1959.0
LG,Model14414,426.0,B,Side-by-Side,Standard,White,Plastic,7.0,India,570.0
Bosch,Model14415,711.0,A++,Side-by-Side,Standard,Gray,Stainless Steel,3.0,India,1492.0
Whirlpool,Model14416,116.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,8.0,Germany,1758.0
GE,Model14418,518.0,A++,Double Door,Standard,White,Glass,4.0,China,1154.0
Panasonic,Model14420,671.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,6.0,Germany,730.0
Siemens,Model14421,455.0,A+,Single Door,Standard,Silver,Plastic,2.0,Germany,645.0
Siemens,Model14423,743.0,A++,Single Door,Smart Connectivity,Silver,Plastic,9.0,Germany,476.0
Electrolux,Model14425,385.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,5.0,USA,1620.0
Electrolux,Model14427,307.0,A++,Single Door,Water Dispenser,White,Stainless Steel,3.0,USA,373.0
Bosch,Model14428,272.0,A++,Side-by-Side,Water Dispenser,Gray,Plastic,9.0,Germany,304.0
LG,Model14430,781.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,1596.0
Siemens,Model14432,696.0,B,Side-by-Side,Smart Connectivity,White,Glass,7.0,Germany,803.0
Siemens,Model14433,673.0,A,Single Door,Standard,Black,Plastic,8.0,Germany,1306.0
LG,Model14434,501.0,A+,Side-by-Side,Standard,White,Glass,7.0,Germany,466.0
Haier,Model14435,279.0,A++,Double Door,Smart Connectivity,Silver,Glass,6.0,USA,901.0
Haier,Model14436,642.0,B,Double Door,Water Dispenser,Silver,Plastic,1.0,Germany,1826.0
Haier,Model14438,747.0,A+,Single Door,Ice Dispenser,White,Stainless Steel,9.0,Germany,575.0
Bosch,Model14440,561.0,A++,Double Door,Standard,Gray,Stainless Steel,3.0,Germany,332.0
Frigidaire,Model14441,141.0,A,Double Door,Standard,Black,Plastic,4.0,Germany,273.0
Siemens,Model14443,637.0,A,Side-by-Side,Standard,Silver,Plastic,9.0,China,793.0
Electrolux,Model14444,224.0,A,Side-by-Side,Standard,Silver,Plastic,9.0,India,1405.0
Whirlpool,Model14446,738.0,A++,Double Door,Smart Connectivity,Black,Glass,6.0,India,1371.0
GE,Model14447,332.0,A++,Single Door,Standard,Gray,Stainless Steel,9.0,Germany,390.0
Panasonic,Model14448,478.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,USA,400.0
Frigidaire,Model14449,631.0,A+,Side-by-Side,Standard,White,Glass,5.0,China,1677.0
GE,Model14450,738.0,A,Single Door,Water Dispenser,Silver,Plastic,9.0,Germany,1299.0
GE,Model14451,259.0,A,Double Door,Ice Dispenser,Black,Plastic,2.0,China,1256.0
Frigidaire,Model14453,107.0,A+,Double Door,Smart Connectivity,Black,Glass,9.0,USA,488.0
Haier,Model14454,521.0,A++,Double Door,Standard,Gray,Stainless Steel,5.0,India,1529.0
Whirlpool,Model14456,352.0,A,Single Door,Ice Dispenser,White,Glass,5.0,China,407.0
LG,Model14457,218.0,A+,Single Door,Ice Dispenser,White,Stainless Steel,2.0,Germany,927.0
Frigidaire,Model14458,497.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,1.0,Germany,1894.0
LG,Model14460,356.0,A+,Double Door,Standard,White,Plastic,5.0,China,1211.0
Haier,Model14468,629.0,A,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,6.0,USA,1267.0
Electrolux,Model14469,337.0,A+,Single Door,Ice Dispenser,Black,Stainless Steel,3.0,USA,1183.0
Haier,Model14470,360.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,4.0,Germany,674.0
Electrolux,Model14471,385.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,1.0,China,1109.0
Panasonic,Model14472,446.0,A++,Double Door,Standard,Gray,Plastic,4.0,USA,1578.0
Panasonic,Model14473,754.0,A++,Double Door,Standard,Black,Stainless Steel,7.0,India,230.0
Electrolux,Model14475,609.0,A+,Double Door,Ice Dispenser,White,Plastic,9.0,Germany,1136.0
Frigidaire,Model14476,681.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,4.0,USA,1837.0
Haier,Model14477,179.0,A+,Double Door,Ice Dispenser,Silver,Plastic,8.0,USA,224.0
Haier,Model14478,560.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,5.0,India,395.0
Panasonic,Model14481,762.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,China,1030.0
Samsung,Model14482,531.0,A++,Double Door,Water Dispenser,Gray,Plastic,6.0,China,1814.0
Samsung,Model14483,486.0,B,Side-by-Side,Water Dispenser,Black,Glass,9.0,USA,1839.0
Haier,Model14484,284.0,B,Side-by-Side,Standard,White,Stainless Steel,2.0,India,1472.0
Bosch,Model14485,152.0,A+,Double Door,Ice Dispenser,Black,Plastic,8.0,USA,432.0
Haier,Model14486,151.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,4.0,Germany,1390.0
Siemens,Model14488,470.0,B,Side-by-Side,Ice Dispenser,White,Plastic,9.0,India,1625.0
Frigidaire,Model14489,194.0,A++,Double Door,Water Dispenser,Black,Stainless Steel,5.0,India,1338.0
Siemens,Model14490,334.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,5.0,USA,1410.0
LG,Model14491,490.0,A++,Side-by-Side,Water Dispenser,White,Plastic,5.0,India,1998.0
Siemens,Model14492,210.0,B,Double Door,Standard,Gray,Glass,1.0,India,519.0
LG,Model14493,361.0,B,Double Door,Water Dispenser,Black,Glass,8.0,China,756.0
Whirlpool,Model14495,370.0,B,Side-by-Side,Ice Dispenser,Silver,Plastic,3.0,China,1279.0
GE,Model14496,296.0,A,Side-by-Side,Standard,Silver,Glass,5.0,Germany,1552.0
Haier,Model14497,668.0,A++,Double Door,Water Dispenser,White,Plastic,6.0,USA,1021.0
Frigidaire,Model14499,671.0,B,Side-by-Side,Water Dispenser,Black,Plastic,6.0,USA,1067.0
Bosch,Model14500,570.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,6.0,USA,624.0
Samsung,Model14501,738.0,A,Single Door,Water Dispenser,Gray,Stainless Steel,8.0,Germany,1371.0
Panasonic,Model14502,417.0,B,Side-by-Side,Ice Dispenser,Black,Plastic,4.0,India,747.0
Frigidaire,Model14504,675.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,USA,1786.0
Br@ndX,Model14505,341.0,A+,Single Door,Water Dispenser,Black,Stainless Steel,7.0,Germany,1069.0
LG,Model14506,202.0,A+,Single Door,Water Dispenser,Gray,Glass,5.0,China,1956.0
LG,Model14507,141.0,A++,Single Door,Smart Connectivity,Silver,Plastic,1.0,USA,490.0
Whirlpool,Model14508,385.0,A+,Double Door,Standard,Black,Stainless Steel,6.0,China,1888.0
Samsung,Model14510,409.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,7.0,India,399.0
Haier,Model14513,130.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,9.0,USA,1603.0
Frigidaire,Model14514,400.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,5.0,USA,1758.0
LG,Model14515,630.0,A++,Side-by-Side,Water Dispenser,Gray,Plastic,9.0,USA,1583.0
Panasonic,Model14517,595.0,A,Side-by-Side,Standard,Black,Plastic,2.0,India,1360.0
Electrolux,Model14518,269.0,A+,Double Door,Smart Connectivity,Black,Glass,7.0,USA,981.0
Samsung,Model14519,358.0,A++,Double Door,Ice Dispenser,Black,Glass,7.0,India,675.0
GE,Model14520,705.0,A,Single Door,Ice Dispenser,White,Glass,9.0,China,357.0
Whirlpool,Model14522,444.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,7.0,India,464.0
Bosch,Model14525,341.0,A+,Double Door,Standard,Gray,Stainless Steel,6.0,China,293.0
Siemens,Model14526,404.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,3.0,Germany,734.0
Siemens,Model14527,306.0,A+,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,5.0,China,1617.0
Electrolux,Model14528,478.0,A++,Single Door,Standard,Gray,Glass,3.0,Germany,1497.0
Siemens,Model14529,630.0,A++,Double Door,Ice Dispenser,Silver,Plastic,8.0,Germany,1714.0
Panasonic,Model14530,118.0,A++,Single Door,Standard,Black,Glass,9.0,USA,748.0
Electrolux,Model14531,492.0,B,Side-by-Side,Water Dispenser,White,Plastic,8.0,Germany,1934.0
Whirlpool,Model14532,318.0,A+,Single Door,Smart Connectivity,White,Glass,7.0,India,206.0
GE,Model14533,682.0,A+,Single Door,Standard,Gray,Plastic,3.0,Germany,1402.0
Whirlpool,Model14534,445.0,B,Side-by-Side,Standard,Gray,Glass,2.0,India,929.0
Haier,Model14535,650.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,9.0,China,1461.0
Electrolux,Model14536,589.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,6.0,India,230.0
LG,Model14537,348.0,A++,Double Door,Water Dispenser,Gray,Plastic,4.0,India,1718.0
LG,Model14538,709.0,A,Side-by-Side,Standard,Silver,Stainless Steel,7.0,China,926.0
LG,Model14539,744.0,A++,Double Door,Standard,Black,Stainless Steel,7.0,China,802.0
Whirlpool,Model14542,367.0,A+,Single Door,Water Dispenser,Black,Plastic,6.0,Germany,504.0
Whirlpool,Model14543,602.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,3.0,USA,1238.0
LG,Model14548,528.0,A,Side-by-Side,Standard,Silver,Glass,4.0,Germany,1612.0
Bosch,Model14549,735.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,9.0,USA,539.0
GE,Model14550,344.0,B,Double Door,Standard,Gray,Glass,1.0,Germany,1054.0
Samsung,Model14551,386.0,A,Double Door,Water Dispenser,White,Stainless Steel,3.0,Germany,423.0
Bosch,Model14552,773.0,A+,Single Door,Standard,Gray,Plastic,1.0,India,1683.0
Electrolux,Model14554,712.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,1.0,India,341.0
Whirlpool,Model14557,587.0,A++,Side-by-Side,Water Dispenser,Silver,Plastic,4.0,Germany,1400.0
Whirlpool,Model14558,366.0,A++,Single Door,Standard,Gray,Plastic,8.0,India,411.0
Panasonic,Model14559,557.0,A++,Single Door,Standard,Black,Plastic,7.0,China,1802.0
Whirlpool,Model14560,301.0,A++,Double Door,Standard,Black,Stainless Steel,6.0,Germany,452.0
Electrolux,Model14563,333.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,3.0,China,1508.0
Whirlpool,Model14568,492.0,A+,Side-by-Side,Water Dispenser,Gray,Glass,9.0,Germany,949.0
LG,Model14570,451.0,A+,Single Door,Ice Dispenser,Gray,Stainless Steel,4.0,Germany,229.0
GE,Model14572,382.0,B,Side-by-Side,Water Dispenser,Black,Plastic,2.0,USA,756.0
Whirlpool,Model14573,231.0,A+,Single Door,Ice Dispenser,Gray,Stainless Steel,8.0,China,698.0
LG,Model14574,590.0,A,Side-by-Side,Standard,Gray,Plastic,1.0,Germany,1535.0
